,Prediction,Gold,ASR_BLEU
267,finally in april of the same year he moved to liverpool to come down the ascension,eventually he travelled all the way to nepal in april of that year for the climbing,BLEU = 11.63 50.0/13.3/7.1/3.8 (BP = 1.000 ratio = 1.000 hyp_len = 16 ref_len = 16)
268,the main sum has not been released in life,the main song hasnt been performed live,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
269,his good actions led him to be complicated for his selection the same year,his good performance made him deserve the calling of the national team that same year,BLEU = 8.28 42.9/15.4/4.2/2.3 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
270,see this very true,you see this is so sad,BLEU = 19.38 50.0/33.3/25.0/25.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
271,this reduction is mainly due to social assistance policies,this reduction is mainly the consequence of social assistance policies,BLEU = 38.63 77.8/62.5/42.9/16.7 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
272,is not the government agency of the united states,this it a non united states government agency,BLEU = 13.49 44.4/25.0/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
273,these conditions gibson couldnt remain in the irish election,gibson managed to stay on the irish national team given the circumstances,BLEU = 7.56 33.3/12.5/7.1/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
274,belgium was the son of russia and the ukrainian immigrants,gabriel almond was the son of russian and ukrainian immigrants,BLEU = 32.47 70.0/44.4/25.0/14.3 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
275,he didnt include sarah,sarah was not included,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
276,he worked in madrid as a public lawyer,they worked on madrid as advertising announcers,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
277,additionally he worked in the industry of the war in austria and hungary,additionally he invested in the iron industry in austria and hungary,BLEU = 26.91 69.2/41.7/18.2/10.0 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
278,the reactions in order of the following,the reactions by order as the following,BLEU = 19.64 71.4/33.3/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
279,is located east of belfort near alton,it is located east of belfort near alto rin,BLEU = 60.80 85.7/83.3/80.0/75.0 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
280,they had an immense space in the barriga and there was no longer a tree,i had a big emptiness on my stomach and it was not because of hunger,BLEU = 3.72 26.7/3.6/1.9/1.0 (BP = 1.000 ratio = 1.000 hyp_len = 15 ref_len = 15)
281,during his life he was present in the councils of parsons,during his life he took part in the councils of paris and tours,BLEU = 39.12 72.7/60.0/44.4/25.0 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
282,distribution covers the amazon to the east of china,it spreads all the way from the himalayas to western china,BLEU = 5.40 44.4/6.2/3.6/2.1 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
283,his traditional medicine in china bozzo stamboul and hikata,its traditional chinese medicine spleen stomach and liver,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
284,sunny slab was used in the signature of the firm hashing,the single was used in the soundtrack of the movie how she move,BLEU = 23.26 54.5/40.0/22.2/12.5 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
285,was nominated in the oscar premier,she was nominated to the oscars,BLEU = 17.97 50.0/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
286,then left domedrico an illegitimate son,he left an illegitimate son sir rodrigo,BLEU = 27.48 66.7/40.0/25.0/16.7 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
287,that he receipts a third of the reign of praetor,by doing so he received a third of the kingdom of preto,BLEU = 23.80 60.0/33.3/25.0/14.3 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
288,he went to harvard university where he studied as master to william dense,he was then transferred to harvard university where william james was his teacher,BLEU = 21.40 46.2/25.0/18.2/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
289,the supreme court was ratified two years later,the supreme court ratified the ruling two years later,BLEU = 31.71 87.5/57.1/33.3/10.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
290,nevertheless with the exception of jubilee and moses angela saw that she was stunned,no one except for jovita and matías knows that angela survived the fatal attack,BLEU = 4.02 28.6/3.8/2.1/1.1 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
291,the principal and the final of the poem are not preserved,the beginning and the end of the poem werent kept,BLEU = 18.36 54.5/30.0/11.1/6.2 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
292,buenos ayres periodically presentations include many impersonal remuneration cases,in buenos aires he does regular presentations and in a lot of the cases without charging anything,BLEU = 2.58 33.3/6.2/3.6/2.1 (BP = 0.411 ratio = 0.529 hyp_len = 9 ref_len = 17)
293,the route is the direction of mind,right side of bain de sang is where the road lies,BLEU = 4.88 42.9/8.3/5.0/3.1 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
294,this last was recorded in the squadrons studios in derby,the latter was recorded in derby at the square dance studios,BLEU = 18.60 60.0/33.3/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
295,i dont think its a mediate and fervent part of the party,eglantyne however was too sick to participate,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.714 hyp_len = 12 ref_len = 7)
296,preparation is easy and rapid,the preparation is simple and fast,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
297,great mediterranean secretions are mediated by horns,largely the responses of growth are measured by the hormones,BLEU = 5.09 28.6/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
298,that same year they made adieu for the united states,on that same year they made a tour on the united states,BLEU = 43.01 80.0/66.7/50.0/28.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
299,the work is a time for painting on the adjacent rivers,the painting is an early one from his period in treviso,BLEU = 4.93 27.3/5.0/2.8/1.6 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
300,he proceeded to study laboratory and escape,the creature destroys the laboratory and runs away,BLEU = 11.39 28.6/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
301,barbs cant say i have photos,i love boats do you have any photos,BLEU = 7.65 50.0/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
302,his concurrence competed for the national title,ten competitors competed for the national title,BLEU = 61.48 71.4/66.7/60.0/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
303,is known as the american orchestra academy,the american orchestra academy is its popular name,BLEU = 37.68 71.4/50.0/40.0/25.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
304,this antecedent dialect is known as phosphoresis,its direct precedent is known as the photian schism,BLEU = 18.37 42.9/33.3/20.0/12.5 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
305,his services for alimentation hospitals posts first auxiliaries police and adjutant,it has food services accommodation care centers first aid police and customs,BLEU = 8.14 36.4/10.0/5.6/3.1 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
306,it is used in the construction of houses and other structures,its trunk is used to build houses and other structures,BLEU = 27.90 54.5/40.0/22.2/12.5 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
307,was the period in which japan worked,that was the period in which they started collaborating with japan,BLEU = 36.34 85.7/66.7/60.0/50.0 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
308,in the immediate conference there was no,everyone was already bored at the middle of the conference,BLEU = 5.63 42.9/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
309,he concluded that the view however was that the special was cool and impressive,he concluded by saying that the special edition of the review however was cool and awesome,BLEU = 19.38 71.4/46.2/16.7/4.5 (BP = 0.867 ratio = 0.875 hyp_len = 14 ref_len = 16)
310,his moral good is in the transfer of each one of his poems,which you can actually find in the undertone of each of their poems,BLEU = 9.67 46.2/16.7/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
311,apparently he is vocalist of the second hope,he is currently the vocalist of the group the second howl,BLEU = 19.98 75.0/57.1/16.7/10.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
312,the projects generated political objections are held in relative justice,the project arise political objections that where correlate to justice,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
313,these condensed operations finally became known as operation black spot,this clandestine acts were finally known as black spot operation,BLEU = 13.13 60.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
314,his ideas however were generally accepted,his ideas however started to be generally accepted,BLEU = 27.22 83.3/60.0/25.0/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
315,he had the intent to offer her to change but she refused the request,sheppard tries to get something in exchange but he doesnt get any answer,BLEU = 3.74 21.4/3.8/2.1/1.1 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
316,the faces blocked,so the couple gets to be alone,BLEU = 7.25 33.3/25.0/25.0/0.0 (BP = 0.264 ratio = 0.429 hyp_len = 3 ref_len = 7)
317,on the contrary there are others that dont offer the best pronunciation for a few months of life,in contrast others offer a better prognosis than just a few years of life,BLEU = 6.72 33.3/11.8/3.1/1.7 (BP = 1.000 ratio = 1.286 hyp_len = 18 ref_len = 14)
318,the recommended activities of the submarine pesca and the deported or recruit of canna,the recommended activities are underwater fishing sports or recreational using cane,BLEU = 11.36 28.6/15.4/8.3/4.5 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
319,he tries to register his effect to say that she is now married,he tries to captivate her fondness even though she is now married,BLEU = 27.97 53.8/41.7/27.3/10.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
320,he has been a member of congress and a member of parliament,has been place of congress and worker agitation,BLEU = 15.85 41.7/27.3/10.0/5.6 (BP = 1.000 ratio = 1.500 hyp_len = 12 ref_len = 8)
321,its in me,its in new guinea,BLEU = 39.43 66.7/50.0/50.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
322,is the origin of the everlasting contour,he is native to the everton quarry,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
323,patients with granulated appetites present generally fibre of unknown origin,the patients with granulomatous hepatitis usually present fever of unknown source,BLEU = 11.36 50.0/22.2/6.2/3.6 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
324,he later played the seasons with mc cambillo vivesrae,he then played two seasons with the israeli maccabi tel aviv,BLEU = 9.60 55.6/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
325,is fabricated among others from cacao alosa,it is made of cane or tin among others,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
326,homily that is called musical communication,what is usually called marketable music,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
327,he has had a long conversation,there has been a slight confusion,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
328,attire of the water,i changed my stun laser into kill mode,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8)
329,he was fresh smear in the musical cabaret in berlin,he was frau schneider on the musical cabaret in berlin,BLEU = 45.18 70.0/55.6/37.5/28.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
330,the duke of northumberland was born in merton college oxford,there in merton college oxford was the earl of northumberland born,BLEU = 31.28 90.0/44.4/25.0/14.3 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
331,the entrance door has a mediaeval tone,the entrance door has a medieval touch,BLEU = 61.48 71.4/66.7/60.0/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
332,specially when the hollanders started the commercial colony of el cappo,especially when the dutch started to populate their trade cape colony,BLEU = 8.91 36.4/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
333,the green leaves are usually covered generally,the vegetables are normally used after been cooked,BLEU = 6.77 28.6/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
334,he directed the argentine selection and evolution,he managed the argentine team for a short period,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
335,the cause of his death was a pulmonary affection,the cause of his death was pulmonary emphysema,BLEU = 61.05 77.8/62.5/57.1/50.0 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
336,disagreement often caused the operations of the mexican empire,this agreement also did not stop the operations of the mexican empire,BLEU = 42.09 66.7/62.5/57.1/50.0 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
337,they are more frequent in area of commercial waters,they are more frequent in commercial or touristic areas,BLEU = 46.71 66.7/50.0/42.9/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
338,from then on he became the russians,from that moment on it would belong the russian tsars,BLEU = 5.63 42.9/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
339,he is the suffragan of the metropolitan province of baltimore,its suffragan of the metropolitan province of baltimore,BLEU = 63.89 70.0/66.7/62.5/57.1 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
340,the level of recognition is an individual characteristic of the past,the level of the need for cognitive closure is a quite stable personal feature,BLEU = 13.35 45.5/30.0/11.1/6.2 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
341,presently he is appointed president donaldson,currently he works with president donald trump as his attorney,BLEU = 4.96 33.3/10.0/6.2/4.2 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10)
342,this contract expired at the end of the season the club decided not to renew it,when his contract expired at the end of the season the club decided not to renovate it,BLEU = 75.76 87.5/80.0/78.6/76.9 (BP = 0.939 ratio = 0.941 hyp_len = 16 ref_len = 17)
343,the incendiary of pervert era was the goal of the olympic medalist silvia,the ignition of the cauldron was in charge of the olympic medalist sylvia poll,BLEU = 21.29 61.5/25.0/18.2/10.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
344,the coroner would be able to take the fruits of the disinformation without reforming,horner kept happily harvesting the fruits of the widespread disinformation without reform,BLEU = 21.14 42.9/30.8/16.7/9.1 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
345,to your correspondence to the gothic style,the interior corresponds to the typical gothic style,BLEU = 16.10 57.1/33.3/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
346,nevertheless the number of pairs was descended until it disappeared,unfortunately the amount of stops was decreasing until it disappeared,BLEU = 18.58 60.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
347,in the last years of the mans existence,he took a step back from the band in recent years,BLEU = 5.00 37.5/7.1/4.2/2.5 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
348,he is a member of a republican party,she is affiliated with the republican party,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
349,very much of the reconstruction of the metropolitan cathedral,viceroy amar embarked on the reconstruction of the metropolitan cathedral,BLEU = 52.56 66.7/62.5/57.1/50.0 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
350,hes as monsoon formed a parish of carmelite pater and remained a time in france,jesús monzon and carmen de pedro were a couple and agreed to stay in france for some time,BLEU = 5.41 33.3/7.1/3.8/2.1 (BP = 0.819 ratio = 0.833 hyp_len = 15 ref_len = 18)
351,is the county seat of macon,it is the head office of macomb county,BLEU = 13.83 66.7/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
352,during the movie several sounds can be heard,it was possible to listen to several pieces of music during the movie,BLEU = 11.82 50.0/28.6/16.7/10.0 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13)
353,the sexual union really had a place in the case of so broad a prostitution,this sexual union was actually taking place in the case of sacred prostitution,BLEU = 29.26 53.3/35.7/23.1/16.7 (BP = 1.000 ratio = 1.154 hyp_len = 15 ref_len = 13)
354,he was a register and an oracle of his natal community so far as he was elected,he was a councilor and mayor of his homegrown commune also he as a deputy,BLEU = 12.04 47.1/18.8/6.7/3.6 (BP = 1.000 ratio = 1.133 hyp_len = 17 ref_len = 15)
355,and ill bet theyve reached the language,san alfio tongues was ripped off,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
356,the oxides and carbonates reduced to carbon,the oxides and carbonates are reduced with carbon,BLEU = 39.44 85.7/50.0/40.0/25.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
357,there is a day to go to various shows and exhibitions,nowadays it houses several showings and exhibitions,BLEU = 7.50 18.2/10.0/5.6/3.1 (BP = 1.000 ratio = 1.571 hyp_len = 11 ref_len = 7)
358,hare registered eight calls and his assistants during the month,herrera registered eight goals and two assists during the month,BLEU = 20.56 60.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
359,during the institute he was the recruit of his theater,during her stay at the institute she was cheerleader and choir singer of the theater club,BLEU = 6.30 70.0/11.1/6.2/3.6 (BP = 0.549 ratio = 0.625 hyp_len = 10 ref_len = 16)
360,travels to madrid toledo and dalmatia and recovers his passion for paint,they travel through madrid toledo and aranjuez and recover their passion for painting,BLEU = 15.26 50.0/27.3/10.0/5.6 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
361,first provincial and municipal secretaries of the municipal political authority,the first provincial and municipal secretaries are the main local political authority,BLEU = 38.25 80.0/55.6/37.5/28.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
362,the person who insinuated the dates was the captain of the maria des tours,the person that supply the data was captain tormo rico destined in melilla,BLEU = 7.14 35.7/7.7/4.2/2.3 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
363,previously committed to colossal spain,she was briefly engaged to charles the first of spain,BLEU = 4.67 40.0/12.5/8.3/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
364,this literary critic is notable for his stylish visions as to a boy nabberkov,his book critics are remarkable because of their tough approach towards vladimir nabokov,BLEU = 2.84 7.1/3.8/2.1/1.1 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
365,his first call marked the general,his first goal he scored it to gral,BLEU = 11.63 33.3/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
366,is also migratory to the north and south extremities of its distribution,it is also migratory at the northern and southern ends of the distribution range,BLEU = 13.19 58.3/18.2/10.0/5.6 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14)
367,they mixed matrimonials with catholic argentine or cohorts,the mixed marriage with catholic argentinians are common,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
368,argyle was born in leamington spake delaware of frederic halberts and alice roberts,marjorie was born in leamington spa her parents were frederick augusts a jeweler and alice roberts,BLEU = 22.20 53.8/41.7/27.3/10.0 (BP = 0.794 ratio = 0.812 hyp_len = 13 ref_len = 16)
369,he made trainings for the season but he was not considered the argentinian champion,he trained during the preseason though was not considered to be in the argentinian tournament,BLEU = 13.46 50.0/23.1/8.3/4.5 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
370,hes a chew of crania or semi perennial water,thats an evergreen or half evergreen plant,BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
371,here is a tourist attraction,today it is a touristic attraction,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
372,he played it for occasions in the argentine cyclopaedia,he played four times in the argentinean chess championship,BLEU = 13.49 44.4/25.0/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
373,members of the band sang together with the psalm while the medium leader,with the members of the band singing together a song while he led,BLEU = 24.71 61.5/33.3/18.2/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
374,during this concept it is located on the same level as the escribers amateurs and professionals,under the concept it is located in the same level of amateurs and professional writers,BLEU = 25.34 62.5/40.0/21.4/7.7 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
375,nor were you going to stay with your sisters,no did you kiss ulises,BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.800 hyp_len = 9 ref_len = 5)
376,in this city he founded the catholic magazine opposed to his own,the catholic magazine el pan del rosario was founded in that city,BLEU = 14.99 50.0/18.2/10.0/5.6 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
377,his dialogue open to the public,its open daily to the public,BLEU = 32.47 66.7/40.0/25.0/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
378,he treats his relations with three men,it concerns a young widow and her relationships with three men,BLEU = 13.81 42.9/33.3/20.0/12.5 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
379,originally the stuarts were all made of wood,originally the skiing boards were a unique piece made out of wood,BLEU = 10.48 75.0/28.6/8.3/5.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
380,at the same time he is occasionally a commentator of the grotto of hispaniola,nowadays once in a while he is a commentator in the croatian and italian television,BLEU = 7.91 35.7/15.4/4.2/2.3 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
381,i dont like it any more i am in the centre of the day,he doesnt like at all to go to the center on daylight,BLEU = 3.38 14.3/3.8/2.1/1.1 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
382,besides mister gordons,under mr orders,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
383,at the door of the street they went up and down,the fate of the traveler accurate and prompt,BLEU = 8.91 36.4/10.0/5.6/3.1 (BP = 1.000 ratio = 1.375 hyp_len = 11 ref_len = 8)
384,the music was composed by random,randy newman composed the music,BLEU = 17.97 50.0/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
385,all of a sudden he asked for a divorce,he walked like a blind person because he had gotten pretty wasted,BLEU = 4.06 22.2/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
386,he studied law before he was born,he studied law while he was a teacher,BLEU = 26.65 71.4/50.0/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
387,he escapes the stairs,he then runs away by the upper stairs,BLEU = 7.73 75.0/16.7/12.5/12.5 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8)
388,for the first time in collectivities the public can be limited,for the first time in the community the number of people was limited,BLEU = 31.82 63.6/40.0/33.3/25.0 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
389,it is covered with palm trees,the island is covered with palm trees,BLEU = 64.32 83.3/80.0/75.0/66.7 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
390,he plays a central player and his first team of central gourd gourds area,he plays as central wing and his first team was central córdoba of rosario,BLEU = 23.40 64.3/30.8/16.7/9.1 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
391,study of the like many other artists can be destroyed,lius study as well as many others was destroyed,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
392,will be our destiny,you will see it is our destiny,BLEU = 16.70 75.0/33.3/25.0/25.0 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
393,he is found in africa geneva liberia and canada,it is found in africa guinea liberia sierra leona ghana and togo,BLEU = 23.67 66.7/37.5/28.6/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
394,he was one of the pioneers introduced with her in spain,he was one of the pioneers in spain on the introduction of twitter,BLEU = 43.30 72.7/60.0/44.4/37.5 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
395,david got his habitual collaborator chrysalis is the main vocalist,david guettas regular collaborator chris willis is the lead singer,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
396,characters debate about the morality of going back,the characters discuss the morality of turning jack in,BLEU = 19.49 50.0/28.6/16.7/10.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
397,however the psalm has disappeared,however for now the music has vanished,BLEU = 9.42 60.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
398,heaven and his armistice were at an end,he talked about kevin and their friendship while they were in the institute,BLEU = 3.52 25.0/7.1/4.2/2.5 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13)
399,he is considered a prodigious actor of senior gentility,it is consider as a prestigious argentinian movie actor,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
